triad,cue_M,cue_frequency_M,word1_M,word1_frequency_M,word2_M,word2_frequency_M,word1_match_M,word1_match_frequency_M,word2_match_M,word2_match_frequency_M,cue_E,cue_frequency_E,word1_E,word1_frequency_E,word2_E,word2_frequency_E,word1_match_E,word1_match_frequency_E,word2_match_E,word2_match_frequency_E,cue_V,cue_frequency_V,word1_V,word1_frequency_V,word2_V,word2_frequency_V,word1_match_V,word1_match_frequency_V,word2_match_V,word2_match_frequency_V,word1_match_cosine_E,word2_match_cosine_E,word1_match_cosine_sim_E,word2_match_cosine_sim_E,word1_match_cosine_M,word2_match_cosine_M,word1_match_cosine_sim_M,word2_match_cosine_sim_M,word1_match_cosine_V,word2_match_cosine_V,word1_match_cosine_sim_V,word2_match_cosine_sim_V
lemon,柠檬,,葡萄,,梨,,柠檬 - 葡萄,,柠檬 - 梨,,lemon,19153,grape,10062.0,pear,4968,lemon - grape,40,lemon - pear,36,chanh,,nho,,lê,,chanh - nho,5.0,chanh - lê,0.0,0.5604287981987,0.468099296092987,0.4395712018013,0.5319007039070129,0.596219927072525,0.6893130838871002,0.403780072927475,0.3106869161128998,0.5914614498615265,0.7646265029907227,0.4085385501384735,0.23537349700927734
library,图书馆,,银行,,电影院,,图书馆 - 银行,,图书馆 - 电影院,,library,71921,bank,138673.0,cinema,8617,library - bank,67,library - cinema,11,thư viện,,ngân hàng,,rạp chiếu phim,,thư viện - ngân hàng,0.0,thư viện - rạp chiếu phim,0.0,0.7192054688930511,0.6817962527275085,0.2807945311069488,0.3182037472724914,0.5856104493141174,0.476930558681488,0.4143895506858825,0.523069441318512,0.6632042229175568,0.8019143790006638,0.33679577708244324,0.19808562099933624
kite,风筝,,篮球,,秋千,,风筝 - 篮球,,风筝 - 秋千,,kite,3274,basketball,40007.0,swing,27981,kite - basketball,0,kite - swing,5,diều,,bóng rổ,,xích đu,,diều - bóng rổ,0.0,diều - xích đu,0.0,0.8369527161121368,0.6988693177700043,0.1630472838878631,0.3011306822299957,0.6576065123081207,0.5703410804271698,0.3423934876918793,0.4296589195728302,0.7346255779266357,0.7795962989330292,0.26537442207336426,0.22040370106697083
bridge,桥,,隧道,,公路,,桥 - 隧道,,桥 - 公路,,bridge,49030,tunnel,19814.0,highway,34789,bridge - tunnel,231,bridge - highway,338,cầu,,đường hầm,,đường cao tốc,,cầu - đường hầm,5.0,cầu - đường cao tốc,0.0,0.5168085098266602,0.526526927947998,0.4831914901733398,0.4734730720520019,0.6786850392818451,0.732347697019577,0.3213149607181549,0.267652302980423,0.6897468268871307,0.714859127998352,0.31025317311286926,0.28514087200164795
infant,婴儿,,男人,,女人,,婴儿 - 男人,,婴儿 - 女人,,infant,20410,man,1091176.0,woman,759817,infant - man,103,infant - woman,185,trẻ sơ sinh,,đàn ông,,phụ nữ,,trẻ sơ sinh - đàn ông,0.0,trẻ sơ sinh - phụ nữ,0.0,0.7540615051984787,0.6678450703620911,0.2459384948015213,0.3321549296379089,0.7318292558193207,0.6979260146617889,0.2681707441806793,0.302073985338211,0.6639682352542877,0.8424072414636612,0.3360317647457123,0.1575927585363388
coriander,香菜,,盐,,胡椒,,香菜 - 盐,,香菜 - 胡椒,,coriander,1009,salt,46825.0,pepper,34195,coriander - salt,217,coriander - pepper,187,rau mùi ,,muối,,tiêu,,rau mùi  - muối,0.0,rau mùi  - tiêu,3.0,0.5834845006465912,0.4245022535324096,0.4165154993534088,0.5754977464675903,0.6907895505428314,0.5572621524333954,0.3092104494571686,0.4427378475666046,0.8492185324430466,0.8692988455295563,0.15078146755695343,0.13070115447044373
grandfather,祖父,,姐妹,,叔叔,,祖父 - 姐妹,,祖父 - 叔叔,,grandfather,22432,sister,120346.0,uncle,46291,grandfather - sister,78,grandfather - uncle,254,ông,,chị,,cậu,,ông - chị,0.0,ông - cậu,3.0,0.465954840183258,0.1747887730598449,0.5340451598167419,0.825211226940155,0.8010154217481613,0.5741167068481445,0.1989845782518386,0.4258832931518554,0.5169247984886169,0.5636669397354126,0.48307520151138306,0.4363330602645874
candle,蜡烛,,火炬,,灯笼,,蜡烛 - 火炬,,蜡烛 - 灯笼,,candle,15125,torch,6336.0,lantern,4659,candle - torch,15,candle - lantern,47,nến,,đuốc,,đèn lồng,,nến - đuốc,0.0,nến - đèn lồng,0.0,0.4990919232368469,0.4067785739898681,0.5009080767631531,0.5932214260101318,0.6856292188167572,0.4701197743415832,0.3143707811832428,0.5298802256584167,0.45618027448654175,0.8038369417190552,0.5438197255134583,0.19616305828094482
fox,狐狸,,老虎,,狮子,,狐狸 - 老虎,,狐狸 - 狮子,,fox,10254,tiger,26334.0,lion,23871,fox - tiger,22,fox - lion,53,cáo,,hổ,,sư tử,,cáo - hổ,0.0,cáo - sư tử,0.0,0.5096041858196259,0.5340776145458221,0.4903958141803741,0.4659223854541778,0.4904947280883789,0.5606338679790497,0.5095052719116211,0.4393661320209503,0.7402891516685486,0.9651534557342529,0.2597108483314514,0.03484654426574707
branch,树枝,,根,,茎,,树枝 - 根,,树枝 - 茎,,branch,40300,root,45327.0,stem,18061,branch - root,121,branch - stem,45,cành cây,,rễ cây,,thân cây,,cành cây - rễ cây,0.0,cành cây - thân cây,0.0,0.6899730861186981,0.6806056797504425,0.3100269138813019,0.3193943202495575,0.6366219520568848,0.5013772249221802,0.3633780479431152,0.4986227750778198,0.5137484073638916,0.4937734603881836,0.4862515926361084,0.5062265396118164
parrot,鹦鹉,,鹰,,夜莺,,鹦鹉 - 鹰,,鹦鹉 - 夜莺,,parrot,3307,hawk,9428.0,songbird,930,parrot - hawk,2,parrot - songbird,0,vẹt,,diều hâu,,sơn ca,,vẹt - diều hâu,0.0,vẹt - sơn ca,0.0,0.5399120450019836,0.5415500104427338,0.4600879549980163,0.4584499895572662,0.5915829241275787,0.584945797920227,0.4084170758724212,0.4150542020797729,0.759620189666748,0.9507383443415165,0.24037981033325195,0.049261655658483505
sprout,新芽,,小树苗,,植物,,新芽 - 小树苗,,新芽 - 植物,,sprout,4062,seedling,2683.0,plant,118323,sprout - seedling,2,sprout - plant,37,chồi cây,,cây con,,cây,,chồi cây - cây con,0.0,chồi cây - cây,0.0,0.4567668437957763,0.6085067093372345,0.5432331562042236,0.3914932906627655,0.9435772709548472,0.6763907372951508,0.0564227290451526,0.3236092627048492,0.8325163424015045,0.6270660758018494,0.16748365759849548,0.37293392419815063
nose,鼻,,大拇指,,手指,,鼻 - 大拇指,,鼻 - 手指,,nose,45433,thumb,16776.0,finger,81817,nose - thumb,203,nose - finger,354,mũi,,ngón cái,,ngón tay,,mũi - ngón cái,0.0,mũi - ngón tay,12.0,0.594368577003479,0.5256892740726471,0.405631422996521,0.4743107259273529,0.756565272808075,0.6873616576194763,0.243434727191925,0.3126383423805237,0.6982705295085907,0.6706666648387909,0.3017294704914093,0.3293333351612091
cucumber,黄瓜,,玉米,,土豆,,黄瓜 - 玉米,,黄瓜 - 土豆,,cucumber,4252,corn,26609.0,potato,29496,cucumber - corn,27,cucumber - potato,24,dưa leo,,ngô,,khoai tây,,dưa leo - ngô,0.0,dưa leo - khoai tây,4.0,0.665688693523407,0.4802803993225097,0.334311306476593,0.5197196006774902,0.6046687960624695,0.5516842305660248,0.3953312039375305,0.4483157694339752,0.9097199216485023,0.765921413898468,0.09028007835149765,0.23407858610153198
scarf,围巾,,袜子,,毛线帽,,围巾 - 袜子,,围巾 - 毛线帽,,scarf,7566,socks,14170.0,beanie,434,scarf - socks,25,scarf - beanie,5,khăn quàng cổ,,tất,,mũ len,,khăn quàng cổ - tất,0.0,khăn quàng cổ - mũ len,0.0,0.5357880294322968,0.3412181138992309,0.4642119705677032,0.658781886100769,0.4879550337791443,0.4486480951309204,0.5120449662208557,0.5513519048690796,0.6369030177593231,1.0683670490980148,0.3630969822406769,-0.06836704909801483
shovel,铲子,,耙子,,锄头,,铲子 - 耙子,,铲子 - 锄头,,shovel,5572,rake,3704.0,hoe,1279,shovel - rake,61,shovel - hoe,27,cái xẻng,,cái cào,,cái cuốc,,cái xẻng - cái cào,0.0,cái xẻng - cái cuốc,0.0,0.4554665088653564,0.4692677855491638,0.5445334911346436,0.5307322144508362,0.520422637462616,0.3694730997085571,0.479577362537384,0.6305269002914429,0.5477272570133209,0.32531803846359253,0.4522727429866791,0.6746819615364075
vinegar,醋,,油,,黄油,,醋 - 油,,醋 - 黄油,,vinegar,9110,oil,150410.0,butter,29372,vinegar - oil,1826,vinegar - butter,132,giấm,,dầu,,bơ,,giấm - dầu,7.0,giấm - bơ,0.0,0.6128444373607635,0.6432025134563446,0.3871555626392364,0.3567974865436554,0.6177486777305603,0.709534078836441,0.3822513222694397,0.2904659211635589,0.5879642963409424,0.7713618129491806,0.4120357036590576,0.2286381870508194
comics,漫画,,杂志,,报纸,,漫画 - 杂志,,漫画 - 报纸,,comics,13245,magazine,75615.0,newspaper,66598,comics - magazine,51,comics - newspaper,85,truyện tranh,,tạp chí,,báo,,truyện tranh - tạp chí,0.0,truyện tranh - báo,0.0,0.6802272498607635,0.6670723855495453,0.3197727501392364,0.3329276144504547,0.6151908338069916,0.7122118473052979,0.3848091661930084,0.2877881526947021,0.8306886404752731,0.760111004114151,0.16931135952472687,0.239888995885849
button,纽扣,,袖子,,衣领,,纽扣 - 袖子,,纽扣 - 衣领,,button,36451,sleeve,12091.0,collar,11916,button - sleeve,26,button - collar,65,nút áo,,tay áo,,cổ áo,,nút áo - tay áo,0.0,nút áo - cổ áo,0.0,0.732592761516571,0.6872930228710175,0.2674072384834289,0.3127069771289825,0.6508679687976837,0.4799147844314575,0.3491320312023163,0.5200852155685425,0.7921406477689743,0.50235515832901,0.2078593522310257,0.49764484167099
mattress,床垫,,床单,,毯子,,床垫 - 床单,,床垫 - 毯子,,mattress,7696,sheet,42366.0,blanket,19318,mattress - sheet,84,mattress - blanket,70,nệm,,ga giường,,chăn,,nệm - ga giường,0.0,nệm - chăn,10.0,0.6690300703048706,0.6065820455551147,0.3309699296951294,0.3934179544448852,0.4318369626998901,0.5774644911289215,0.5681630373001099,0.4225355088710785,0.6570222973823547,0.44239312410354614,0.34297770261764526,0.5576068758964539
tea,茶,,苏打水,,柠檬水,,茶 - 苏打水,,茶 - 柠檬水,,tea,47503,soda,12515.0,lemonade,3263,tea - soda,127,tea - lemonade,108,trà,,nước ngọt,,nước chanh,,trà - nước ngọt,4.0,trà - nước chanh,3.0,0.610245406627655,0.5598131716251373,0.3897545933723449,0.4401868283748626,0.7462927103042603,0.6348721981048584,0.2537072896957397,0.3651278018951416,0.6987269520759583,0.6984735429286957,0.30127304792404175,0.3015264570713043
wolf,狼,,熊,,豹,,狼 - 熊,,狼 - 豹,,wolf,29042,bear,45125.0,leopard,2389,wolf - bear,192,wolf - leopard,17,sói,,gấu,,báo,,sói - gấu,0.0,sói - báo,0.0,0.5527423918247223,0.5231737494468689,0.4472576081752777,0.4768262505531311,0.5124321579933167,0.5335131883621216,0.4875678420066833,0.4664868116378784,0.4671120047569275,0.78024822473526,0.5328879952430725,0.21975177526474
bird,鸟,,蜥蜴,,蟾蜍,,鸟 - 蜥蜴,,鸟 - 蟾蜍,,bird,69662,lizard,4467.0,toad,2283,bird - lizard,19,bird - toad,4,chim,,thằn lằn,,cóc,,chim - thằn lằn,0.0,chim - cóc,0.0,0.5463227033615112,0.629873663187027,0.4536772966384887,0.370126336812973,0.6516370177268982,0.6617441177368164,0.3483629822731018,0.3382558822631836,0.7389613389968872,0.6684116423130035,0.2610386610031128,0.33158835768699646
drawer,抽屉,,架子,,储藏柜,,抽屉 - 架子,,抽屉 - 储藏柜,,drawer,12435,shelf,21854.0,cabinet,22078,drawer - shelf,34,drawer - cabinet,190,ngăn kéo,,kệ,,tủ,,ngăn kéo - kệ,3.0,ngăn kéo - tủ,16.0,0.4176682233810425,0.4365825653076172,0.5823317766189575,0.5634174346923828,0.6680744886398315,0.4375606775283813,0.3319255113601684,0.5624393224716187,0.922286219894886,0.8940507844090462,0.07771378010511398,0.10594921559095383
neck,脖子,,下巴,,肩膀,,脖子 - 下巴,,脖子 - 肩膀,,neck,52214,chin,14538.0,shoulders,78062,neck - chin,319,neck - shoulders,983,cổ,,cằm,,vai,,cổ - cằm,9.0,cổ - vai,67.0,0.4644539356231689,0.4436720013618469,0.535546064376831,0.5563279986381531,0.5127550065517426,0.4467676877975464,0.4872449934482574,0.5532323122024536,0.703570544719696,0.7338107526302338,0.29642945528030396,0.26618924736976624
floor,地,,小地毯,,瓷砖,,地 - 小地毯,,地 - 瓷砖,,floor,122291,rug,9361.0,tile,10297,floor - rug,305,floor - tile,797,sàn nhà,,thảm,,gạch,,sàn nhà - thảm,15.0,sàn nhà - gạch,7.0,0.6093907356262207,0.5123515129089355,0.3906092643737793,0.4876484870910644,0.9878750583156944,0.7987516224384308,0.0121249416843056,0.2012483775615692,0.7867569178342819,0.81596739590168,0.21324308216571808,0.18403260409832
leech,水蛭,,跳蚤,,虱子,,水蛭 - 跳蚤,,水蛭 - 虱子,,leech,1508,flea,3721.0,louse,1706,leech - flea,2,leech - louse,1,con đỉa,,bọ chét,,con rận,,con đỉa - bọ chét,0.0,con đỉa - con rận,0.0,0.8089069873094559,0.6533449590206146,0.1910930126905441,0.3466550409793854,0.6837700605392456,0.6484639644622803,0.3162299394607544,0.3515360355377197,0.6458697319030762,0.13603460788726807,0.35413026809692383,0.8639653921127319
balloon,气球,,弹珠,,玩具娃娃,,气球 - 弹珠,,气球 - 玩具娃娃,,balloon,12102,marbles,9297.0,doll,16714,balloon - marbles,0,balloon - doll,3,bong bóng,,viên bi,,búp bê,,bong bóng - viên bi,0.0,bong bóng - búp bê,0.0,0.7730063498020172,0.697512686252594,0.2269936501979828,0.302487313747406,0.5777449011802673,0.8803171962499619,0.4222550988197326,0.1196828037500381,0.7916302233934402,0.9125090315937996,0.20836977660655975,0.08749096840620041
singer,歌手,,作家,,诗人,,歌手 - 作家,,歌手 - 诗人,,singer,24095,writer,96279.0,poet,20918,singer - writer,101,singer - poet,46,ca sĩ,,nhà văn,,nhà thơ,,ca sĩ - nhà văn,0.0,ca sĩ - nhà thơ,0.0,0.5346385538578033,0.5023988485336304,0.4653614461421966,0.4976011514663696,0.5108069479465485,0.593021035194397,0.4891930520534515,0.406978964805603,0.9792088642716408,0.9800534807145596,0.020791135728359222,0.019946519285440445
robot,机器人,,电话,,电脑,,机器人 - 电话,,机器人 - 电脑,,robot,20517,phone,194941.0,computer,139082,robot - phone,32,robot - computer,92,người máy,,điện thoại,,máy vi tính,,người máy - điện thoại,0.0,người máy - máy vi tính,0.0,0.8444221019744873,0.6560635566711426,0.1555778980255127,0.3439364433288574,0.7492751777172089,0.5493910312652588,0.2507248222827911,0.4506089687347412,0.6410257518291473,0.8420567363500595,0.35897424817085266,0.1579432636499405
tongue,舌头,,牙齿,,嘴唇,,舌头 - 牙齿,,舌头 - 嘴唇,,tongue,25612,teeth,46405.0,lips,48507,tongue - teeth,659,tongue - lips,893,lưỡi,,răng,,môi,,lưỡi - răng,11.0,lưỡi - môi,29.0,0.5827179551124573,0.3922058939933777,0.4172820448875427,0.6077941060066223,0.4168070554733276,0.4927009344100952,0.5831929445266724,0.5072990655899048,0.6174500286579132,0.5429390072822571,0.3825499713420868,0.4570609927177429
garlic,大蒜,,生姜,,香叶,,大蒜 - 生姜,,大蒜 - 香叶,,garlic,18473,ginger,5005.0,cilantro,3417,garlic - ginger,957,garlic - cilantro,258,tỏi,,gừng,,ngò,,tỏi - gừng,35.0,tỏi - ngò,0.0,0.4020723104476928,0.4090518355369568,0.5979276895523071,0.5909481644630432,0.3656824827194214,0.6773923635482788,0.6343175172805786,0.3226076364517212,0.3448287844657898,0.6087552607059479,0.6551712155342102,0.3912447392940521
watermelon,西瓜,,木瓜,,西柚,,西瓜 - 木瓜,,西瓜 - 西柚,,watermelon,2676,papaya,930.0,grapefruit,2010,watermelon - papaya,15,watermelon - grapefruit,16,dưa hấu,,đu đủ,,bưởi,,dưa hấu - đu đủ,6.0,dưa hấu - bưởi,7.0,0.3858012557029724,0.3504233956336975,0.6141987442970276,0.6495766043663025,0.6041774749755859,0.6602831482887268,0.395822525024414,0.3397168517112732,0.8744312673807144,1.0727982893586159,0.12556873261928558,-0.07279828935861588
heart,心脏,,胃,,肺,,心脏 - 胃,,心脏 - 肺,,heart,216345,stomach,29089.0,lungs,22170,heart - stomach,418,heart - lungs,975,tim,,dạ dày,,phổi,,tim - dạ dày,14.0,tim - phổi,89.0,0.6095958054065704,0.5636076331138611,0.3904041945934295,0.4363923668861389,0.6138391494750977,0.5556060075759888,0.3861608505249023,0.4443939924240112,0.9555275216698647,0.4211972951889038,0.044472478330135345,0.5788027048110962
coral,珊瑚,,鲨鱼,,海豚,,珊瑚 - 鲨鱼,,珊瑚 - 海豚,,coral,7272,shark,15207.0,dolphin,9675,coral - shark,11,coral - dolphin,1,san hô,,cá mập,,cá heo,,san hô - cá mập,0.0,san hô - cá heo,0.0,0.5617776215076447,0.5863048732280731,0.4382223784923553,0.4136951267719269,0.6092312037944794,0.4947368502616882,0.3907687962055206,0.5052631497383118,0.8038961291313171,0.8260798007249832,0.19610387086868286,0.17392019927501678
worm ,蠕虫,,蚂蚁,,蟑螂,,蠕虫 - 蚂蚁,,蠕虫 - 蟑螂,,worm,10575,ant,9137.0,cockroach,2373,worm - ant,11,worm - cockroach,3,giun,,kiến,,gián,,giun - kiến,0.0,giun - gián,0.0,0.5661869943141937,0.5608063042163849,0.4338130056858063,0.4391936957836151,0.6244351267814636,0.6988496482372284,0.3755648732185364,0.3011503517627716,0.6690944135189056,0.633644700050354,0.33090558648109436,0.366355299949646
coast,海岸,,港湾,,码头,,海岸 - 港湾,,海岸 - 码头,,coast,53114,harbor,16291.0,pier,7851,coast - harbor,172,coast - pier,29,bờ biển,,hải cảng,,cầu tàu,,bờ biển - hải cảng,0.0,bờ biển - cầu tàu,0.0,0.5904014408588409,0.5887722969055176,0.409598559141159,0.4112277030944824,0.5857246220111847,0.6899638175964355,0.4142753779888153,0.3100361824035644,0.6083974838256836,1.05480270460248,0.3916025161743164,-0.054802704602479935
mushroom,蘑菇,,南瓜,,茄子,,蘑菇 - 南瓜,,蘑菇 - 茄子,,mushroom,11459,pumpkin,10608.0,eggplant,2406,mushroom - pumpkin,7,mushroom - eggplant,13,nấm,,bí đỏ,,cà tím,,nấm - bí đỏ,0.0,nấm - cà tím,0.0,0.5977672636508942,0.5238066017627716,0.4022327363491058,0.4761933982372284,0.4803152084350586,0.5912415981292725,0.5196847915649414,0.4087584018707275,0.9788844957947731,0.9517043344676495,0.021115504205226898,0.04829566553235054
museum,博物馆,,操场,,公园,,博物馆 - 操场,,博物馆 - 公园,,museum,73559,playground,8054.0,park,135440,museum - playground,18,museum - park,778,bảo tàng,,sân chơi,,công viên,,bảo tàng - sân chơi,0.0,bảo tàng - công viên,8.0,0.6628762483596802,0.5153822898864746,0.3371237516403198,0.4846177101135254,0.7014606893062592,0.4361188411712646,0.2985393106937408,0.5638811588287354,0.6973632872104645,0.8990571051836014,0.3026367127895355,0.10094289481639862
waterfall,瀑布,,洞穴,,裂谷,,瀑布 - 洞穴,,瀑布 - 裂谷,,waterfall,4158,cave,18219.0,chasm,1710,waterfall - cave,26,waterfall - chasm,0,thác nước,,hang động,,vực sâu,,thác nước - hang động,4.0,thác nước - vực sâu,0.0,0.5686859786510468,0.6602467596530914,0.4313140213489532,0.3397532403469085,0.5235667824745178,0.5995653867721558,0.4764332175254822,0.4004346132278442,0.5005578398704529,1.0700767114758492,0.4994421601295471,-0.07007671147584915
orchid,兰花,,茉莉花,,莲花,,兰花 - 茉莉花,,兰花 - 莲花,,orchid,3078,jasmine,4015.0,lotus,2341,orchid - jasmine,2,orchid - lotus,1,hoa lan,,hoa nhài,,hoa sen,,hoa lan - hoa nhài,0.0,hoa lan - hoa sen,0.0,0.5282788872718811,0.5969848334789276,0.4717211127281189,0.4030151665210724,0.6245869100093842,0.4676902890205383,0.3754130899906158,0.5323097109794617,0.338752806186676,0.15005916357040405,0.661247193813324,0.849940836429596
camel,骆驼,,犀牛,,大猩猩,,骆驼 - 犀牛,,骆驼 - 大猩猩,,camel,5552,rhinoceros,600.0,gorilla,4176,camel - rhinoceros,2,camel - gorilla,0,lạc đà,,tê giác,,khỉ đột,,lạc đà - tê giác,0.0,lạc đà - khỉ đột,0.0,0.5948315262794495,0.6975484788417816,0.4051684737205505,0.3024515211582184,0.7043750286102295,0.7502771615982056,0.2956249713897705,0.2497228384017944,0.629924863576889,0.8660368025302887,0.37007513642311096,0.1339631974697113
popcorn,爆米花,,薯片,,梳打饼,,爆米花 - 薯片,,爆米花 - 梳打饼,,popcorn,5163,chips,35203.0,crackers,6170,popcorn - chips,59,popcorn - crackers,21,bắp rang,,khoai tây chiên,,bánh quy,,bắp rang - khoai tây chiên,0.0,bắp rang - bánh quy,0.0,0.6103257536888123,0.5296910107135773,0.3896742463111877,0.4703089892864227,0.490756094455719,0.7007938027381897,0.509243905544281,0.2992061972618103,0.4568668603897095,0.5615484118461609,0.5431331396102905,0.4384515881538391
electricity,电,,热,,阳光,,电 - 热,,电 - 阳光,,electricity,26003,heat,82112.0,sunlight,13624,electricity - heat,658,electricity - sunlight,137,điện,,nhiệt,,ánh nắng,,điện - nhiệt,76.0,điện - ánh nắng,0.0,0.5799715518951416,0.6252376735210419,0.4200284481048584,0.3747623264789581,0.6152081787586212,0.7214069962501526,0.3847918212413788,0.2785930037498474,0.6122469902038574,0.7432689964771271,0.3877530097961426,0.2567310035228729
camera,相机,,钟,,吸尘器,,相机 - 钟,,相机 - 吸尘器,,camera,99855,clock,29112.0,vacuum,10389,camera - clock,45,camera - vacuum,7,máy ảnh,,đồng hồ,,máy hút bụi,,máy ảnh - đồng hồ,0.0,máy ảnh - máy hút bụi,0.0,0.8140618056058884,0.8513493239879608,0.1859381943941116,0.1486506760120391,0.7608388811349869,0.5711338818073273,0.2391611188650131,0.4288661181926727,0.5381594598293304,0.09038400650024414,0.46184054017066956,0.9096159934997559
rock,石头,,土壤,,水晶,,石头 - 土壤,,石头 - 水晶,,rock,100028,soil,38159.0,crystal,18456,rock - soil,311,rock - crystal,116,đá,,đất,,thuỷ tinh,,đá - đất,82.0,đá - thuỷ tinh,0.0,0.6850764453411102,0.701625645160675,0.3149235546588897,0.2983743548393249,0.7431892454624176,0.6492655277252197,0.2568107545375824,0.3507344722747803,0.7914054840803146,0.9890334950760007,0.20859451591968536,0.01096650492399931
crutch,拐杖,,手杖,,轮椅,,拐杖 - 手杖,,拐杖 - 轮椅,,crutch,2566,cane,8248.0,wheelchair,10213,crutch - cane,15,crutch - wheelchair,5,nạng,,gậy,,xe lăn,,nạng - gậy,0.0,nạng - xe lăn,3.0,0.584357887506485,0.6079356968402863,0.415642112493515,0.3920643031597137,0.2833312153816223,0.5024459064006805,0.7166687846183777,0.4975540935993194,0.5639468729496002,0.8613429665565491,0.4360531270503998,0.13865703344345093
musician,音乐家,,艺术家,,演员,,音乐家 - 艺术家,,音乐家 - 演员,,musician,24829,artist,101861.0,actor,58856,musician - artist,209,musician - actor,131,nhạc sĩ,,nghệ sĩ,,diễn viên,,nhạc sĩ - nghệ sĩ,23.0,nhạc sĩ - diễn viên,11.0,0.3172412514686584,0.3914109468460083,0.6827587485313416,0.6085890531539917,0.2807862758636474,0.4530072808265686,0.7192137241363525,0.5469927191734314,0.6861843168735504,0.8012513816356659,0.3138156831264496,0.1987486183643341
seller,销售员,,商店,,市场,,销售员 - 商店,,销售员 - 市场,,seller,11683,shop,61038.0,market,210848,seller - shop,31,seller - market,240,người bán hàng,,cửa hàng,,chợ,,người bán hàng - cửa hàng,0.0,người bán hàng - chợ,9.0,0.6181578636169434,0.6058083772659302,0.3818421363830566,0.3941916227340698,0.706778883934021,0.6133007407188416,0.293221116065979,0.3866992592811584,0.4336490035057068,0.7541587501764297,0.5663509964942932,0.24584124982357025
octopus,章鱼,,海星,,水母,,章鱼 - 海星,,章鱼 - 水母,,octopus,2297,starfish,739.0,jellyfish,1274,octopus - starfish,7,octopus - jellyfish,4,bạch tuộc,,sao biển,,sứa,,bạch tuộc - sao biển,0.0,bạch tuộc - sứa,0.0,0.3948903679847717,0.3501022458076477,0.6051096320152283,0.6498977541923523,0.5701844394207001,0.5853487849235535,0.4298155605792999,0.4146512150764465,0.8255806714296341,0.814932107925415,0.1744193285703659,0.18506789207458496
shield,盾,,大炮,,矛,,盾 - 大炮,,盾 - 矛,,shield,13931,cannon,7396.0,spear,7038,shield - cannon,0,shield - spear,86,tấm khiên,,đại bác,,giáo,,tấm khiên - đại bác,0.0,tấm khiên - giáo,0.0,0.663414865732193,0.5480800867080688,0.336585134267807,0.4519199132919311,0.73155876994133,0.51353320479393,0.26844123005867,0.4864667952060699,0.8256367594003677,0.681742399930954,0.17436324059963226,0.318257600069046
champion,冠军,,运动员,,名人,,冠军 - 运动员,,冠军 - 名人,,champion,27593,athlete,40094.0,celebrity,24989,champion - athlete,86,champion - celebrity,15,nhà vô địch,,vận động viên,,người nổi tiếng,,nhà vô địch - vận động viên,0.0,nhà vô địch - người nổi tiếng,0.0,0.568222165107727,0.7364912629127502,0.4317778348922729,0.2635087370872497,0.588397204875946,0.7755797356367111,0.4116027951240539,0.2244202643632888,0.7164469361305237,0.5231988430023193,0.2835530638694763,0.47680115699768066
town,小镇,,村庄,,城市,,小镇 - 村庄,,小镇 - 城市,,town,173905,village,55217.0,city,433843,town - village,946,town - city,3539,thị trấn,,làng,,thành phố,,thị trấn - làng,17.0,thị trấn - thành phố,84.0,0.2557747960090637,0.253897488117218,0.7442252039909363,0.746102511882782,0.376813530921936,0.5480556190013885,0.623186469078064,0.4519443809986114,0.7195514142513275,0.7774841487407684,0.2804485857486725,0.22251585125923157
glue,胶水,,酒精,,汽油,,胶水 - 酒精,,胶水 - 汽油,,glue,5606,alcohol,36823.0,gasoline,12925,glue - alcohol,5,glue - gasoline,9,hồ dán,,cồn,,xăng,,hồ dán - cồn,0.0,hồ dán - xăng,0.0,0.7193089127540588,0.8096626400947571,0.2806910872459411,0.1903373599052429,0.6966851353645325,0.7355794012546539,0.3033148646354675,0.264420598745346,0.9504791423678398,0.9243420660495758,0.04952085763216019,0.0756579339504242
