triad,cue_M,cue_frequency_M,word1_M,word1_frequency_M,word2_M,word2_frequency_M,word1_match_M,word1_match_frequency_M,word2_match_M,word2_match_frequency_M,cue_E,cue_frequency_E,word1_E,word1_frequency_E,word2_E,word2_frequency_E,word1_match_E,word1_match_frequency_E,word2_match_E,word2_match_frequency_E,cue_V,cue_frequency_V,word1_V,word1_frequency_V,word2_V,word2_frequency_V,word1_match_V,word1_match_frequency_V,word2_match_V,word2_match_frequency_V,word1_match_cosine_E,word2_match_cosine_E,word1_match_cosine_sim_E,word2_match_cosine_sim_E,word1_match_cosine_M,word2_match_cosine_M,word1_match_cosine_sim_M,word2_match_cosine_sim_M,word1_match_cosine_V,word2_match_cosine_V,word1_match_cosine_sim_V,word2_match_cosine_sim_V
crow,乌鸦,,麻雀,,鹰,,乌鸦 - 麻雀,,乌鸦 - 鹰,,crow,4678,sparrow,1558.0,eagle,21220,crow - sparrow,1,crow - eagle,21,quạ,,chim sẻ,,đại bàng,,quạ - chim sẻ,0.0,quạ - đại bàng,0.0,0.5114758610725403,0.5198893547058105,0.4885241389274597,0.4801106452941894,0.5908416509628296,0.5234346091747284,0.4091583490371704,0.4765653908252716,0.5256478786468506,0.7128269672393799,0.4743521213531494,0.2871730327606201
peacock,孔雀,,鸵鸟,,猫头鹰,,孔雀 - 鸵鸟,,孔雀 - 猫头鹰,,peacock,1354,ostrich,846.0,owl,8139,peacock - ostrich,3,peacock - owl,2,công,,đà điểu,,cú,,công - đà điểu,0.0,công - cú,0.0,0.5297295451164246,0.5642006099224091,0.4702704548835754,0.4357993900775909,0.6493683755397797,0.5921540260314941,0.3506316244602203,0.4078459739685058,0.7139810919761658,0.9300428554415703,0.28601890802383423,0.06995714455842972
stairs,楼梯,,阁楼,,阳台,,楼梯 - 阁楼,,楼梯 - 阳台,,stairs,1491,attic,5729.0,balcony,7449,stairs - attic,132,stairs - balcony,60,cầu thang,,gác xép,,ban công,,cầu thang - gác xép,0.0,cầu thang - ban công,0.0,0.5326280295848846,0.5321195423603058,0.4673719704151153,0.4678804576396942,0.3777933120727539,0.4306185245513916,0.6222066879272461,0.5693814754486084,0.921381875872612,0.9153607040643692,0.078618124127388,0.0846392959356308
feather,羽毛,,喙,,爪,,羽毛 - 喙,,羽毛 - 爪,,feather,11419,beak,2668.0,talons,1123,feather - beak,10,feather - talons,0,lông vũ,,mỏ,,móng vuốt,,lông vũ - mỏ,0.0,lông vũ - móng vuốt,0.0,0.4687187075614929,0.6385528147220612,0.5312812924385071,0.3614471852779388,0.5844607055187225,0.7369074523448944,0.4155392944812774,0.2630925476551056,0.9536804668605328,0.425218403339386,0.04631953313946724,0.574781596660614
roof,屋顶,,露台,,大门,,屋顶 - 露台,,屋顶 - 大门,,roof,34005,patio,5571.0,gate,37317,roof - patio,36,roof - gate,26,mái nhà,,hiên,,cổng,,mái nhà - hiên,0.0,mái nhà - cổng,0.0,0.5726354718208313,0.7262140214443207,0.4273645281791687,0.2737859785556793,0.4320816397666931,0.6399502158164978,0.5679183602333069,0.3600497841835022,0.9333820343017578,0.9967788758222014,0.06661796569824219,0.003221124177798629
castle,城堡,,宝座,,堡垒,,城堡 - 宝座,,城堡 - 堡垒,,castle,15330,throne,12528.0,tower,31252,castle - throne,17,castle - tower,133,lâu đài,,ngai vàng,,tháp,,lâu đài - ngai vàng,0.0,lâu đài - tháp,0.0,0.6015422940254211,0.4711886048316955,0.3984577059745788,0.5288113951683044,0.7739408016204834,0.475562572479248,0.2260591983795166,0.524437427520752,0.6464387774467468,0.8118826448917389,0.3535612225532532,0.1881173551082611
elbow,手肘,,脚踝,,指关节,,手肘 - 脚踝,,手肘 - 指关节,,elbow,15543,ankle,15182.0,knuckle,3923,elbow - ankle,38,elbow - knuckle,3,khuỷu tay,,mắt cá,,đốt ngón tay,,khuỷu tay - mắt cá,0.0,khuỷu tay - đốt ngón tay,0.0,0.3979001045227051,0.4903748035430908,0.6020998954772949,0.5096251964569092,0.5382397174835205,0.582221120595932,0.4617602825164795,0.417778879404068,0.6735443770885468,0.5185118913650513,0.32645562291145325,0.48148810863494873
aunt,姨母,,奶奶,,亲姐姐,,姨母 - 奶奶,,姨母 - 亲姐姐,,aunt,30364,grandmother,28091.0,sister,120346,aunt - grandmother,320,aunt - sister,546,cô,,bà,,chị,,cô - bà,216.0,cô - chị,241.0,0.1402892470359802,0.2437063455581665,0.8597107529640198,0.7562936544418335,0.5297501981258392,0.9723676182329656,0.4702498018741607,0.0276323817670345,0.4305762052536011,0.568287581205368,0.5694237947463989,0.43171241879463196
moon,月亮,,行星,,小行星,,月亮 - 行星,,月亮 - 小行星,,moon,54069,planet,69822.0,asteroid,8179,moon - planet,651,moon - asteroid,115,trăng,,hành tinh,,thiên thạch,,trăng - hành tinh,9.0,trăng - thiên thạch,0.0,0.5450444519519806,0.5886736214160919,0.4549555480480194,0.4113263785839081,0.6408586502075195,0.8783373534679413,0.3591413497924804,0.1216626465320587,0.7550109624862671,0.6819713711738586,0.2449890375137329,0.31802862882614136
witch,女巫,,仙女,,魔法师,,女巫 - 仙女,,女巫 - 魔法师,,witch,15359,fairy,11276.0,magician,4454,witch - fairy,45,witch - magician,12,phù thuỷ,,tiên,,nhà ảo thuật,,phù thuỷ - tiên,0.0,phù thuỷ - nhà ảo thuật,0.0,0.5264060199260712,0.567072719335556,0.4735939800739288,0.4329272806644439,0.5736131966114044,0.4447745084762573,0.4263868033885956,0.5552254915237427,0.7721652090549469,0.7306760847568512,0.2278347909450531,0.2693239152431488
rainforest,雨林,,绿洲,,沼泽,,雨林 - 绿洲,,雨林 - 沼泽,,rainforest,2584,oasis,2908.0,swamp,6725,rainforest - oasis,0,rainforest - swamp,5,rừng nhiệt đới,,ốc đảo,,đầm lầy,,rừng nhiệt đới - ốc đảo,0.0,rừng nhiệt đới - đầm lầy,0.0,0.6565098762512207,0.5799776911735535,0.3434901237487793,0.4200223088264465,0.5828761756420135,0.6443308293819427,0.4171238243579864,0.3556691706180572,0.7353827059268951,0.7752350121736526,0.26461729407310486,0.22476498782634735
aquarium,水族馆,,运河,,大坝,,水族馆 - 运河,,水族馆 - 大坝,,aquarium,4135,canal,11850.0,dam,10959,aquarium - canal,3,aquarium - dam,0,bể cá,,kênh đào,,đập nước,,bể cá - kênh đào,0.0,bể cá - đập nước,0.0,0.7468847632408142,0.7952282577753067,0.2531152367591858,0.2047717422246933,0.5653027296066284,0.6350489258766174,0.4346972703933716,0.3649510741233825,0.926831990480423,1.0291739609092474,0.07316800951957703,-0.0291739609092474
panda,熊猫,,树袋熊,,北极熊,,熊猫 - 树袋熊,,熊猫 - 北极熊,,panda,3014,koala,494.0,polar bear,1150,panda - koala,3,panda - polar bear,0,gấu trúc,,gấu túi,,gấu Bắc cực,,gấu trúc - gấu túi,0.0,gấu trúc - gấu Bắc cực,0.0,0.4798822402954101,0.8456682711839676,0.5201177597045898,0.1543317288160324,0.5629673898220062,0.4780071973800659,0.4370326101779938,0.5219928026199341,0.9014738127589226,0.7510665506124496,0.09852618724107742,0.24893344938755035
comet,彗星,,大气层,,星系,,彗星 - 大气层,,彗星 - 星系,,comet,8808,atmosphere,34247.0,galaxy,25775,comet - atmosphere,64,comet - galaxy,23,sao chổi,,khí quyển,,thiên hà,,sao chổi - khí quyển,0.0,sao chổi - thiên hà,0.0,0.7701879590749741,0.5837381482124329,0.2298120409250259,0.4162618517875671,0.6544203758239746,0.6502325534820557,0.3455796241760254,0.3497674465179443,0.4774925112724304,0.6123790442943573,0.5225074887275696,0.3876209557056427
marble,大理石,,混凝土,,水泥,,大理石 - 混凝土,,大理石 - 水泥,,marble,9297,concrete,18533.0,cement,6772,marble - concrete,38,marble - cement,16,cẩm thạch,,bê tông,,xi măng,,cẩm thạch - bê tông,0.0,cẩm thạch - xi măng,0.0,0.5818114280700684,0.602169394493103,0.4181885719299316,0.397830605506897,0.5509459972381592,0.5202448964118958,0.4490540027618408,0.4797551035881042,0.513627827167511,0.4743390679359436,0.486372172832489,0.5256609320640564
north,北,,东,,西,,北 - 东,,北 - 西,,north,137666,east,110589.0,west,116683,north - east,4707,north - west,4107,bắc,,đông ,,tây,,bắc - đông ,,bắc - tây,,0.0637844204902648,0.0755656957626342,0.9362155795097352,0.9244343042373656,0.442598283290863,0.4122333526611328,0.557401716709137,0.5877666473388672,0.5926494896411896,0.14245128631591797,0.4073505103588104,0.857548713684082
fountain,喷泉,,广场,,雕像,,喷泉 - 广场,,喷泉 - 雕像,,fountain,9334,square,34163.0,statue,15343,fountain - square,124,fountain - statue,44,đài phun nước ,,quãng trường,,tượng,,đài phun nước  - quãng trường,0.0,đài phun nước  - tượng,0.0,0.741675078868866,0.5000320971012115,0.258324921131134,0.4999679028987884,0.403045117855072,0.549694836139679,0.596954882144928,0.450305163860321,0.7687126100063324,0.9553369097411633,0.2312873899936676,0.044663090258836746
desert,沙漠,,北极,,岛屿,,沙漠 - 北极,,沙漠 - 岛屿,,desert,29353,arctic,,island,98596,desert - arctic,28,desert - island,533,sa mạc,,Bắc cực,,đảo,,sa mạc - Bắc cực,0.0,sa mạc - đảo,0.0,0.5664063394069672,0.6135767996311188,0.4335936605930328,0.3864232003688812,0.6446677148342133,0.7137966454029083,0.3553322851657867,0.2862033545970917,0.668248176574707,0.9934611138887703,0.33175182342529297,0.006538886111229658
waiter,侍者,,厨师,,酒吧侍者,,侍者 - 厨师,,侍者 - 酒吧侍者,,waiter,8916,cook,13308.0,bartender,5478,waiter - cook,29,waiter - bartender,41,bồi bàn,,đầu bếp,,người pha chế rượu,,bồi bàn - đầu bếp,0.0,bồi bàn - người pha chế rượu,0.0,0.6463422775268555,0.2525414824485779,0.3536577224731445,0.7474585175514221,0.5692369639873505,0.9084605351090432,0.4307630360126495,0.0915394648909568,0.9912090664729476,1.0815921127796173,0.008790933527052402,-0.08159211277961731
bookcase,书架,,壁炉,,空调,,书架 - 壁炉,,书架 - 空调,,bookcase,1770,fireplace,7241.0,air conditioner,1392,bookcase - fireplace,19,bookcase - air conditioner,0,tủ sách,,lò sưởi,,máy lạnh,,tủ sách - lò sưởi,0.0,tủ sách - máy lạnh,0.0,0.5484489798545837,0.9619158133864404,0.4515510201454162,0.0380841866135597,0.5874144732952118,0.7295681834220886,0.4125855267047882,0.2704318165779114,0.5766791105270386,0.5337711870670319,0.4233208894729614,0.46622881293296814
earthquake,地震,,飓风,,海啸,,地震 - 飓风,,地震 - 海啸,,earthquake,16050,hurricane,31072.0,tsunami,5130,earthquake - hurricane,138,earthquake - tsunami,701,động đất,,bão,,sóng thần,,động đất - bão,5.0,động đất - sóng thần,89.0,0.4891950488090515,0.319450318813324,0.5108049511909485,0.680549681186676,0.6337966024875641,0.4094401001930237,0.3662033975124359,0.5905598998069763,0.8359522521495819,0.710763692855835,0.1640477478504181,0.28923630714416504
dinosaur,恐龙,,鳄鱼,,蛇,,恐龙 - 鳄鱼,,恐龙 - 蛇,,dinosaur,9975,crocodile,2834.0,snake,18993,dinosaur - crocodile,3,dinosaur - snake,4,khủng long,,cá sấu,,rắn,,khủng long - cá sấu,0.0,khủng long - rắn,0.0,0.5286895632743835,0.620465487241745,0.4713104367256164,0.379534512758255,0.4612818956375122,0.6918084025382996,0.5387181043624878,0.3081915974617004,0.8994300961494446,0.7927876710891724,0.10056990385055542,0.20721232891082764
leather,皮革,,丝绸,,天鹅绒,,皮革 - 丝绸,,皮革 - 天鹅绒,,leather,20393,silk,12138.0,velvet,6258,leather - silk,178,leather - velvet,52,da thuộc,,lụa,,nhung,,da thuộc - lụa,0.0,da thuộc - nhung,0.0,0.5122377574443817,0.4125619530677795,0.4877622425556183,0.5874380469322205,0.5571259558200836,0.6236686706542969,0.4428740441799164,0.3763313293457031,0.8670277744531631,0.8101271986961365,0.13297222554683685,0.18987280130386353
glasses,眼镜,,双筒望远镜,,单筒望远镜,,眼镜 - 双筒望远镜,,眼镜 - 单筒望远镜,,glasses,23475,binoculars,4076.0,telescope,19572,glasses - binoculars,36,glasses - telescope,11,mắt kính,,ống nhòm,,kính viễn vọng,,mắt kính - ống nhòm,0.0,mắt kính - kính viễn vọng,0.0,0.535147488117218,0.6699187159538269,0.464852511882782,0.3300812840461731,0.9917794745415448,0.9662256054580212,0.008220525458455,0.0337743945419788,0.7158987522125244,0.4146578311920166,0.2841012477874756,0.5853421688079834
pipe,管道,,下水道,,泵,,管道 - 下水道,,管道 - 泵,,pipe,21413,sewer,5652.0,pump,16418,pipe - sewer,153,pipe - pump,61,ống nước,,cống,,máy bơm,,ống nước - cống,0.0,ống nước - máy bơm,0.0,0.5312345325946808,0.6654761135578156,0.4687654674053192,0.3345238864421844,0.5189527273178101,0.6026408672332764,0.4810472726821899,0.3973591327667236,0.9333805814385414,0.6618718504905701,0.06661941856145859,0.33812814950942993
corridor,走廊,,入口,,出口,,走廊 - 入口,,走廊 - 出口,,corridor,14779,entrance,22111.0,exit,17065,corridor - entrance,53,corridor - exit,36,hành lang,,lối vào,,lối ra,,hành lang - lối vào,0.0,hành lang - lối ra,0.0,0.5356022417545319,0.5570944845676422,0.4643977582454681,0.4429055154323578,0.6847361028194427,0.6954650282859802,0.3152638971805572,0.3045349717140198,0.9754597749561071,0.7797699719667435,0.02454022504389286,0.22023002803325653
medicine,药,,体温计,,听诊器,,药 - 体温计,,药 - 听诊器,,medicine,56814,thermometer,3355.0,stethoscope,830,medicine - thermometer,2,medicine - stethoscope,4,thuốc,,nhiệt kế,,ống nghe,,thuốc - nhiệt kế,0.0,thuốc - ống nghe,0.0,0.7090556919574738,0.6260729432106018,0.2909443080425262,0.3739270567893982,0.6317941546440125,0.6863332390785217,0.3682058453559875,0.3136667609214782,0.7722591906785965,0.7684780657291412,0.2277408093214035,0.23152193427085876
middle,中间,,上面,,下面,,中间 - 上面,,中间 - 下面,,middle,72563,top,136658.0,bottom,54701,middle - top,1106,middle - bottom,555,giữa,,trên,,dưới,,giữa - trên,1032.0,giữa - dưới,0.0,0.5706608295440674,0.4678378105163574,0.4293391704559326,0.5321621894836426,0.6095811724662781,0.6759985983371735,0.3904188275337219,0.3240014016628265,0.43636757135391235,0.5294798612594604,0.5636324286460876,0.47052013874053955
employee,雇员,,经理,,执行总监,,雇员 - 经理,,雇员 - 执行总监,,employee,101818,manager,91527.0,executive,91696,employee - manager,281,employee - executive,121,nhân viên,,quản lý,,giám đốc,,nhân viên - quản lý,200.0,nhân viên - giám đốc,45.0,0.4957659840583801,0.5783852934837341,0.5042340159416199,0.4216147065162658,0.582598477602005,0.9777542240917684,0.417401522397995,0.0222457759082317,0.6626428067684174,0.6266499757766724,0.33735719323158264,0.37335002422332764
letter,信件,,便条,,文章,,信件 - 便条,,信件 - 文章,,letter,132828,note,114251.0,article,173819,letter - note,456,letter - article,396,thư,,ghi chú,,bài báo,,thư - ghi chú,0.0,thư - bài báo,0.0,0.6194682717323303,0.7081463634967804,0.3805317282676697,0.2918536365032196,0.5198367238044739,0.6062702834606171,0.4801632761955261,0.3937297165393829,0.8869673013687134,0.8225203454494476,0.11303269863128662,0.17747965455055237
rough,粗糙,,坚硬,,尖锐,,粗糙 - 坚硬,,粗糙 - 尖锐,,rough,27778,hard,228234.0,sharp,34272,rough - hard,259,rough - sharp,35,thô,,cứng,,nhọn,,thô - cứng,10.0,thô - nhọn,0.0,0.5575909614562988,0.6643063127994537,0.4424090385437011,0.3356936872005462,0.5667881071567535,0.6539949178695679,0.4332118928432464,0.3460050821304321,0.5872473418712616,0.6588301956653595,0.4127526581287384,0.3411698043346405
smooth,光滑,,柔软,,轻便,,光滑 - 柔软,,光滑 - 轻便,,smooth,27095,soft,51824.0,light,62687,smooth - soft,340,smooth - light,274,trơn,,mềm,,nhẹ,,trơn - mềm,4.0,trơn - nhẹ,3.0,0.4396023154258728,0.7403288781642914,0.5603976845741272,0.2596711218357086,0.4867236018180847,0.677137166261673,0.5132763981819153,0.322862833738327,0.5504461824893951,0.6600397229194641,0.44955381751060486,0.3399602770805359
loud,响,,热,,亮,,响 - 热,,响 - 亮,,loud,22276,hot,128310.0,bright,59449,loud - hot,81,loud - bright,121,to tiếng,,nóng,,sáng,,to tiếng - nóng,0.0,to tiếng - sáng,0.0,0.7369073033332825,0.6471165418624878,0.2630926966667175,0.3528834581375122,0.7242364585399628,0.680547446012497,0.2757635414600372,0.319452553987503,0.7702577412128448,0.7773476541042328,0.22974225878715515,0.2226523458957672
trap,陷阱,,诡计,,谎言,,陷阱 - 诡计,,陷阱 - 谎言,,trap,20197,trick,7927.0,lie,135712,trap - trick,34,trap - lie,16,bẫy,,lừa gạt,,nói dối,,bẫy - lừa gạt,0.0,bẫy - nói dối,0.0,0.6468797028064728,0.7432594895362854,0.3531202971935272,0.2567405104637146,0.5738630592823029,0.6228186190128326,0.4261369407176971,0.3771813809871673,0.8504030853509903,0.8183494061231613,0.1495969146490097,0.18165059387683868
muzzle,动物的口鼻部,,爪子,,尾巴,,动物的口鼻部 - 爪子,,动物的口鼻部 - 尾巴,,muzzle,1925,claw,6363.0,tail,23344,muzzle - claw,0,muzzle - tail,19,mõm,,móng,,đuôi,,mõm - móng,0.0,mõm - đuôi,0.0,0.682500571012497,0.5525336265563965,0.317499428987503,0.4474663734436035,0.9003720059990883,0.8959510773420334,0.0996279940009117,0.1040489226579666,0.660091906785965,0.576305091381073,0.33990809321403503,0.423694908618927
during,在……期间,,在……之前,,在……之后,,在……期间 - 在……之前,,在……期间 - 在……之后,,during,423624,before,402959.0,after,745154,during - before,7162,during - after,12699,trong lúc,,trước,,sau,,trong lúc - trước,0.0,trong lúc - sau,0.0,0.4538776874542236,0.3742126226425171,0.5461223125457764,0.6257873773574829,0.9069421961903572,0.9633406698703766,0.0930578038096427,0.0366593301296234,0.6046080589294434,0.6174595355987549,0.39539194107055664,0.3825404644012451
hundred,百,,十,,千,,百 - 十,,百 - 千,,hundred,66002,ten,103677.0,thousand,62833,hundred - ten,987,hundred - thousand,7629,trăm,,mười,,ngàn,,trăm - mười,15.0,trăm - ngàn,277.0,0.2100221514701843,0.1001990437507629,0.7899778485298157,0.8998009562492371,0.4138723611831665,0.3370879292488098,0.5861276388168335,0.6629120707511902,0.38985317945480347,0.1466396450996399,0.6101468205451965,0.8533603549003601
June,六月,,二月,,十月,,六月 - 二月,,六月 - 十月,,June,89249,February,46425.0,October,80123,June - February,322,June - October,519,tháng sáu,,tháng hai,,tháng mười,,tháng sáu - tháng hai,0.0,tháng sáu - tháng mười,0.0,0.0471335649490356,0.0329267978668212,0.9528664350509644,0.9670732021331788,0.2006444334983825,0.2478585839271545,0.7993555665016174,0.7521414160728455,0.1753745675086975,0.21523404121398926,0.8246254324913025,0.7847659587860107
vertebra,椎骨,,头骨,,肋骨,,椎骨 - 头骨,,椎骨 - 肋骨,,vertebra,1600,skull,14911.0,rib,11741,vertebra - skull,10,vertebra - rib,2,đốt sống,,sọ,,xương sườn,,đốt sống - sọ,0.0,đốt sống - xương sườn,0.0,0.530757486820221,0.494547963142395,0.469242513179779,0.505452036857605,0.5742981731891632,0.473124623298645,0.4257018268108368,0.526875376701355,1.0327251218259335,0.681134819984436,-0.032725121825933456,0.31886518001556396
audience,听众,,病人,,顾客,,听众 - 病人,,听众 - 顾客,,audience,83493,patient,154125.0,customer,91563,audience - patient,34,audience - customer,37,khán giả,,bệnh nhân,,khách hàng,,khán giả - bệnh nhân,0.0,khán giả - khách hàng,0.0,0.8086565285921097,0.6957156360149384,0.1913434714078903,0.3042843639850616,0.6579321920871735,0.4951577186584472,0.3420678079128265,0.5048422813415527,0.5363790392875671,0.5155693292617798,0.46362096071243286,0.4844306707382202
skyscraper,摩天大楼,,体育场,,公寓,,摩天大楼 - 体育场,,摩天大楼 - 公寓,,skyscraper,2719,stadium,27233.0,apartment,65884,skyscraper - stadium,4,skyscraper - apartment,9,nhà chọc trời,,sân vận động,,căn hộ,,nhà chọc trời - sân vận động,0.0,nhà chọc trời - căn hộ,0.0,0.6996542811393738,0.6376337110996246,0.3003457188606262,0.3623662889003753,0.9411052986979483,0.9018761292099952,0.0588947013020515,0.0981238707900047,0.6962562501430511,0.8694651871919632,0.30374374985694885,0.1305348128080368
black,黑色,,白色,,蓝色,,黑色 - 白色,,黑色 - 蓝色,,black,293101,white,251664.0,blue,102172,black - white,49965,black - blue,3506,đen,,trắng,,xanh dương,,đen - trắng,516.0,đen - xanh dương,0.0,0.1296215653419494,0.3511554002761841,0.8703784346580505,0.6488445997238159,0.232105016708374,0.4766510725021362,0.767894983291626,0.5233489274978638,0.23961305618286133,0.5444141626358032,0.7603869438171387,0.4555858373641968
morning,早晨 ,,傍晚,,下午,,早晨  - 傍晚,,早晨  - 下午,,morning,259129,evening,83312.0,afternoon,67378,morning - evening,2290,morning - afternoon,2608,buổi sáng,,buổi tối,,buổi chiều,,buổi sáng - buổi tối,32.0,buổi sáng - buổi chiều,52.0,0.2627673149108886,0.1658545732498169,0.7372326850891113,0.8341454267501831,0.894241988658905,0.9039229452610016,0.1057580113410949,0.0960770547389984,0.27460765838623047,0.23217886686325073,0.7253923416137695,0.7678211331367493
wind,风,,雨,,雪,,风 - 雨,,风 - 雪,,wind,78623,rain,50093.0,sleet,888,wind - rain,1989,wind - sleet,60,gió,,mưa,,mưa đá,,gió - mưa,,gió - mưa đá,,0.5158902704715729,0.5987246632575989,0.4841097295284271,0.4012753367424011,0.6123328506946564,0.6594724059104919,0.3876671493053436,0.340527594089508,0.44556552171707153,0.9600759707391262,0.5544344782829285,0.039924029260873795
sunset,日落,,白天,,夜晚,,日落 - 白天,,日落 - 夜晚,,sunset,12247,day,1068902.0,night,452094,sunset - day,370,sunset - night,283,hoàng hôn,,ngày,,đêm,,hoàng hôn - ngày,13.0,hoàng hôn - đêm,5.0,0.6033739447593689,0.5483177900314331,0.3966260552406311,0.4516822099685669,0.5940841734409332,0.5121991634368896,0.4059158265590668,0.4878008365631103,0.7820852696895599,0.8840725794434547,0.21791473031044006,0.11592742055654526
triangle,三角形,,圆圈,,星形,,三角形 - 圆圈,,三角形 - 星形,,triangle,8988,circle,50510.0,star,167036,triangle - circle,139,triangle - star,56,hình tam giác,,hình tròn,,ngôi sao,,hình tam giác - hình tròn,0.0,hình tam giác - ngôi sao,0.0,0.4506723880767822,0.7514705657958984,0.5493276119232178,0.2485294342041015,0.5679606795310974,0.6190575659275055,0.4320393204689026,0.3809424340724945,0.21392536163330078,0.523345410823822,0.7860746383666992,0.476654589176178
sad,伤心,,害怕,,生气,,伤心 - 害怕,,伤心 - 生气,,sad,54041,afraid,78979.0,angry,52980,sad - afraid,123,sad - angry,701,buồn,,sợ hãi,,giận dữ,,buồn - sợ hãi,0.0,buồn - giận dữ,0.0,0.6037375330924988,0.4861778020858764,0.3962624669075012,0.5138221979141235,0.5719811618328094,0.3362165689468384,0.4280188381671905,0.6637834310531616,0.872791200876236,0.654382735490799,0.12720879912376404,0.34561726450920105
sidewalk,人行道,,十字路口,,马路,,人行道 - 十字路口,,人行道 - 马路,,sidewalk,15203,intersection,9354.0,road,173413,sidewalk - intersection,19,sidewalk - road,125,vỉa hè,,ngã tư,,con đường,,vỉa hè - ngã tư,0.0,vỉa hè - con đường,6.0,0.5723636150360107,0.5372774600982666,0.4276363849639892,0.4627225399017334,0.6444759368896484,0.4166736006736755,0.3555240631103515,0.5833263993263245,0.8164559900760651,0.8305300772190094,0.18354400992393494,0.1694699227809906
smoke,烟,,雾,,蒸汽,,烟 - 雾,,烟 - 蒸汽,,smoke,29483,fog,9800.0,steam,14454,smoke - fog,148,smoke - steam,129,khói,,sương mù,,hơi nước,,khói - sương mù,3.0,khói - hơi nước,0.0,0.4973289370536804,0.6079441905021667,0.5026710629463196,0.3920558094978332,0.4665376543998718,0.6753751039505005,0.5334623456001282,0.3246248960494995,0.6989109516143799,0.8717595189809799,0.3010890483856201,0.12824048101902008
silver,银,,金,,铁,,银 - 金,,银 - 铁,,silver,28244,gold,69903.0,iron,32359,silver - gold,4671,silver - iron,114,bạc,,vàng,,sắt,,bạc - vàng,210.0,bạc - sắt,5.0,0.1728562116622924,0.5932204723358154,0.8271437883377075,0.4067795276641845,0.5087055265903473,0.4949760437011719,0.4912944734096527,0.5050239562988281,0.35302555561065674,0.6071249544620514,0.6469744443893433,0.3928750455379486
rainbow,彩虹,,云,,太阳,,彩虹 - 云,,彩虹 - 太阳,,rainbow,9422,cloud,47140.0,sun,102043,rainbow - cloud,24,rainbow - sun,84,cầu vồng,,mây,,mặt trời,,cầu vồng - mây,0.0,cầu vồng - mặt trời,6.0,0.6652869880199432,0.6739081144332886,0.3347130119800567,0.3260918855667114,0.7495960891246796,0.6815684735774994,0.2504039108753204,0.3184315264225006,0.7781986445188522,0.9039708971977234,0.22180135548114777,0.09602910280227661
month,月,,星期,,年,,月 - 星期,,月 - 年,,month,381833,week,484834.0,year,1729962,month - week,3111,month - year,5169,tháng,,tuần,,năm,,tháng - tuần,473.0,tháng - năm,324.0,0.1710733771324157,0.2231075167655944,0.8289266228675842,0.7768924832344055,0.3322547078132629,0.4386427998542785,0.6677452921867371,0.5613572001457214,0.34706002473831177,0.20766478776931763,0.6529399752616882,0.7923352122306824
height,高度,,宽度,,深度,,高度 - 宽度,,高度 - 深度,,height,37131,width,7373.0,depth,30176,height - width,7011,height - depth,455,chiều cao,,chiều rộng,,chiều sâu,,chiều cao - chiều rộng,16.0,chiều cao - chiều sâu,0.0,0.354977548122406,0.5633635520935059,0.645022451877594,0.4366364479064941,0.6074633002281189,0.5619757771492004,0.3925366997718811,0.4380242228507995,0.14760607481002808,0.07229983806610107,0.8523939251899719,0.9277001619338989
wednesday,周三,,周六,,周日,,周三 - 周六,,周三 - 周日,,wednesday,53716,saturday,77304.0,sunday,90767,wednesday - saturday,624,wednesday - sunday,710,thứ tư,,thứ bảy,,chủ nhật,,thứ tư - thứ bảy,5.0,thứ tư - chủ nhật,4.0,0.1491470336914062,0.1847506165504455,0.8508529663085938,0.8152493834495544,0.2597182393074035,0.2781559824943542,0.7402817606925964,0.7218440175056458,0.4470047950744629,0.7348397672176361,0.5529952049255371,0.2651602327823639
minute,分钟,,小时,,秒,,分钟 - 小时,,分钟 - 秒,,minute,306541,hour,323999.0,second,243485,minute - hour,850,minute - second,913,phút,,giờ,,giây,,phút - giờ,607.0,phút - giây,134.0,0.3081610798835754,0.601457267999649,0.6918389201164246,0.3985427320003509,0.2483888864517212,0.4415637850761413,0.7516111135482788,0.5584362149238586,0.3093166947364807,0.2881690263748169,0.6906833052635193,0.7118309736251831
today,今天,,明天,,昨天,,今天 - 明天,,今天 - 昨天,,today,431562,tomorrow,92490.0,yesterday,65635,today - tomorrow,5852,today - yesterday,3510,hôm nay,,ngày mai,,hôm qua,,hôm nay - ngày mai,64.0,hôm nay - hôm qua,52.0,0.3208821415901184,0.3176918029785156,0.6791178584098816,0.6823081970214844,0.3584188222885132,0.2598009705543518,0.6415811777114868,0.7401990294456482,0.7522311955690384,0.5843663215637207,0.2477688044309616,0.4156336784362793
