triad,cue_E,cue_frequency_E,word1_E,word1_frequency_E,word2_E,word2_frequency_E,word1_match_E,word1_match_frequency_E,word2_match_E,word2_match_frequency_E,word1_match_cosine_E,word2_match_cosine_E,word1_match_cosine_sim_E,word2_match_cosine_sim_E,cue_M,cue_frequency_M,word1_M,word1_frequency_M,word2_M,word2_frequency_M,word1_match_M,word1_match_frequency_M,word2_match_M,word2_match_frequency_M,word1_match_cosine_M,word2_match_cosine_M,word1_match_cosine_sim_M,word2_match_cosine_sim_M,cue_V,cue_frequency_V,word1_V,word1_frequency_V,word2_V,word2_frequency_V,word1_match_V,word1_match_frequency_V,word2_match_V,word2_match_frequency_V,word1_match_cosine_V,word2_match_cosine_V,word1_match_cosine_sim_V,word2_match_cosine_sim_V
crow,crow,4678,sparrow,1558,eagle,21220,crow - sparrow,1,crow - eagle,21,0.511475861,0.519889355,0.488524139,0.480110645,乌鸦,,麻雀,,鹰,,乌鸦 - 麻雀,,乌鸦 - 鹰,,0.590841651,0.523434609,0.409158349,0.476565391,quạ,,chim sẻ,,đại bàng,,quạ - chim sẻ,0,quạ - đại bàng,0,0.525647879,0.712826967,0.474352121,0.287173033
peacock,peacock,1354,ostrich,846,owl,8139,peacock - ostrich,3,peacock - owl,2,0.529729545,0.56420061,0.470270455,0.43579939,孔雀,,鸵鸟,,猫头鹰,,孔雀 - 鸵鸟,,孔雀 - 猫头鹰,,0.649368376,0.592154026,0.350631624,0.407845974,công,,đà điểu,,cú,,công - đà điểu,0,công - cú,0,0.713981092,0.930042855,0.286018908,0.069957145
stairs,stairs,1491,attic,5729,balcony,7449,stairs - attic,132,stairs - balcony,60,0.53262803,0.532119542,0.46737197,0.467880458,楼梯,,阁楼,,阳台,,楼梯 - 阁楼,,楼梯 - 阳台,,0.377793312,0.430618525,0.622206688,0.569381475,cầu thang,,gác xép,,ban công,,cầu thang - gác xép,0,cầu thang - ban công,0,0.921381876,0.915360704,0.078618124,0.084639296
feather,feather,11419,beak,2668,talons,1123,feather - beak,10,feather - talons,0,0.468718708,0.638552815,0.531281292,0.361447185,羽毛,,喙,,爪,,羽毛 - 喙,,羽毛 - 爪,,0.584460706,0.736907452,0.415539294,0.263092548,lông vũ,,mỏ,,móng vuốt,,lông vũ - mỏ,0,lông vũ - móng vuốt,0,0.953680467,0.425218403,0.046319533,0.574781597
roof,roof,34005,patio,5571,gate,37317,roof - patio,36,roof - gate,26,0.572635472,0.726214021,0.427364528,0.273785979,屋顶,,露台,,大门,,屋顶 - 露台,,屋顶 - 大门,,0.43208164,0.639950216,0.56791836,0.360049784,mái nhà,,hiên,,cổng,,mái nhà - hiên,0,mái nhà - cổng,0,0.933382034,0.996778876,0.066617966,0.003221124
castle,castle,15330,throne,12528,tower,31252,castle - throne,17,castle - tower,133,0.601542294,0.471188605,0.398457706,0.528811395,城堡,,宝座,,堡垒,,城堡 - 宝座,,城堡 - 堡垒,,0.773940802,0.475562572,0.226059198,0.524437428,lâu đài,,ngai vàng,,tháp,,lâu đài - ngai vàng,0,lâu đài - tháp,0,0.646438777,0.811882645,0.353561223,0.188117355
elbow,elbow,15543,ankle,15182,knuckle,3923,elbow - ankle,38,elbow - knuckle,3,0.397900105,0.490374804,0.602099895,0.509625196,手肘,,脚踝,,指关节,,手肘 - 脚踝,,手肘 - 指关节,,0.538239717,0.582221121,0.461760283,0.417778879,khuỷu tay,,mắt cá,,đốt ngón tay,,khuỷu tay - mắt cá,0,khuỷu tay - đốt ngón tay,0,0.673544377,0.518511891,0.326455623,0.481488109
aunt,aunt,30364,grandmother,28091,sister,120346,aunt - grandmother,320,aunt - sister,546,0.140289247,0.243706346,0.859710753,0.756293654,姨母,,奶奶,,亲姐姐,,姨母 - 奶奶,,姨母 - 亲姐姐,,0.529750198,0.972367618,0.470249802,0.027632382,cô,,bà,,chị,,cô - bà,216,cô - chị,241,0.430576205,0.568287581,0.569423795,0.431712419
moon,moon,54069,planet,69822,asteroid,8179,moon - planet,651,moon - asteroid,115,0.545044452,0.588673621,0.454955548,0.411326379,月亮,,行星,,小行星,,月亮 - 行星,,月亮 - 小行星,,0.64085865,0.878337353,0.35914135,0.121662647,trăng,,hành tinh,,thiên thạch,,trăng - hành tinh,9,trăng - thiên thạch,0,0.755010962,0.681971371,0.244989038,0.318028629
witch,witch,15359,fairy,11276,magician,4454,witch - fairy,45,witch - magician,12,0.52640602,0.567072719,0.47359398,0.432927281,女巫,,仙女,,魔法师,,女巫 - 仙女,,女巫 - 魔法师,,0.573613197,0.444774508,0.426386803,0.555225492,phù thuỷ,,tiên,,nhà ảo thuật,,phù thuỷ - tiên,0,phù thuỷ - nhà ảo thuật,0,0.772165209,0.730676085,0.227834791,0.269323915
rainforest,rainforest,2584,oasis,2908,swamp,6725,rainforest - oasis,0,rainforest - swamp,5,0.656509876,0.579977691,0.343490124,0.420022309,雨林,,绿洲,,沼泽,,雨林 - 绿洲,,雨林 - 沼泽,,0.582876176,0.644330829,0.417123824,0.355669171,rừng nhiệt đới,,ốc đảo,,đầm lầy,,rừng nhiệt đới - ốc đảo,0,rừng nhiệt đới - đầm lầy,0,0.735382706,0.775235012,0.264617294,0.224764988
aquarium,aquarium,4135,canal,11850,dam,10959,aquarium - canal,3,aquarium - dam,0,0.746884763,0.795228258,0.253115237,0.204771742,水族馆,,运河,,大坝,,水族馆 - 运河,,水族馆 - 大坝,,0.56530273,0.635048926,0.43469727,0.364951074,bể cá,,kênh đào,,đập nước,,bể cá - kênh đào,0,bể cá - đập nước,0,0.92683199,1.029173961,0.07316801,-0.029173961
panda,panda,3014,koala,494,polar bear,1150,panda - koala,3,panda - polar bear,0,0.47988224,0.845668271,0.52011776,0.154331729,熊猫,,树袋熊,,北极熊,,熊猫 - 树袋熊,,熊猫 - 北极熊,,0.56296739,0.478007197,0.43703261,0.521992803,gấu trúc,,gấu túi,,gấu Bắc cực,,gấu trúc - gấu túi,0,gấu trúc - gấu Bắc cực,0,0.901473813,0.751066551,0.098526187,0.248933449
comet,comet,8808,atmosphere,34247,galaxy,25775,comet - atmosphere,64,comet - galaxy,23,0.770187959,0.583738148,0.229812041,0.416261852,彗星,,大气层,,星系,,彗星 - 大气层,,彗星 - 星系,,0.654420376,0.650232553,0.345579624,0.349767447,sao chổi,,khí quyển,,thiên hà,,sao chổi - khí quyển,0,sao chổi - thiên hà,0,0.477492511,0.612379044,0.522507489,0.387620956
marble,marble,9297,concrete,18533,cement,6772,marble - concrete,38,marble - cement,16,0.581811428,0.602169394,0.418188572,0.397830606,大理石,,混凝土,,水泥,,大理石 - 混凝土,,大理石 - 水泥,,0.550945997,0.520244896,0.449054003,0.479755104,cẩm thạch,,bê tông,,xi măng,,cẩm thạch - bê tông,0,cẩm thạch - xi măng,0,0.513627827,0.474339068,0.486372173,0.525660932
north,north,137666,east,110589,west,116683,north - east,4707,north - west,4107,0.06378442,0.075565696,0.93621558,0.924434304,北,,东,,西,,北 - 东,,北 - 西,,0.442598283,0.412233353,0.557401717,0.587766647,bắc,,đông ,,tây,,bắc - đông ,,bắc - tây,,0.59264949,0.142451286,0.40735051,0.857548714
fountain,fountain,9334,square,34163,statue,15343,fountain - square,124,fountain - statue,44,0.741675079,0.500032097,0.258324921,0.499967903,喷泉,,广场,,雕像,,喷泉 - 广场,,喷泉 - 雕像,,0.403045118,0.549694836,0.596954882,0.450305164,đài phun nước ,,quãng trường,,tượng,,đài phun nước  - quãng trường,0,đài phun nước  - tượng,0,0.76871261,0.95533691,0.23128739,0.04466309
desert,desert,29353,arctic,,island,98596,desert - arctic,28,desert - island,533,0.566406339,0.6135768,0.433593661,0.3864232,沙漠,,北极,,岛屿,,沙漠 - 北极,,沙漠 - 岛屿,,0.644667715,0.713796645,0.355332285,0.286203355,sa mạc,,Bắc cực,,đảo,,sa mạc - Bắc cực,0,sa mạc - đảo,0,0.668248177,0.993461114,0.331751823,0.006538886
waiter,waiter,8916,cook,13308,bartender,5478,waiter - cook,29,waiter - bartender,41,0.646342278,0.252541482,0.353657722,0.747458518,侍者,,厨师,,酒吧侍者,,侍者 - 厨师,,侍者 - 酒吧侍者,,0.569236964,0.908460535,0.430763036,0.091539465,bồi bàn,,đầu bếp,,người pha chế rượu,,bồi bàn - đầu bếp,0,bồi bàn - người pha chế rượu,0,0.991209066,1.081592113,0.008790934,-0.081592113
bookcase,bookcase,1770,fireplace,7241,air conditioner,1392,bookcase - fireplace,19,bookcase - air conditioner,0,0.54844898,0.961915813,0.45155102,0.038084187,书架,,壁炉,,空调,,书架 - 壁炉,,书架 - 空调,,0.587414473,0.729568183,0.412585527,0.270431817,tủ sách,,lò sưởi,,máy lạnh,,tủ sách - lò sưởi,0,tủ sách - máy lạnh,0,0.576679111,0.533771187,0.423320889,0.466228813
earthquake,earthquake,16050,hurricane,31072,tsunami,5130,earthquake - hurricane,138,earthquake - tsunami,701,0.489195049,0.319450319,0.510804951,0.680549681,地震,,飓风,,海啸,,地震 - 飓风,,地震 - 海啸,,0.633796602,0.4094401,0.366203398,0.5905599,động đất,,bão,,sóng thần,,động đất - bão,5,động đất - sóng thần,89,0.835952252,0.710763693,0.164047748,0.289236307
dinosaur,dinosaur,9975,crocodile,2834,snake,18993,dinosaur - crocodile,3,dinosaur - snake,4,0.528689563,0.620465487,0.471310437,0.379534513,恐龙,,鳄鱼,,蛇,,恐龙 - 鳄鱼,,恐龙 - 蛇,,0.461281896,0.691808403,0.538718104,0.308191597,khủng long,,cá sấu,,rắn,,khủng long - cá sấu,0,khủng long - rắn,0,0.899430096,0.792787671,0.100569904,0.207212329
leather,leather,20393,silk,12138,velvet,6258,leather - silk,178,leather - velvet,52,0.512237757,0.412561953,0.487762243,0.587438047,皮革,,丝绸,,天鹅绒,,皮革 - 丝绸,,皮革 - 天鹅绒,,0.557125956,0.623668671,0.442874044,0.376331329,da thuộc,,lụa,,nhung,,da thuộc - lụa,0,da thuộc - nhung,0,0.867027774,0.810127199,0.132972226,0.189872801
glasses,glasses,23475,binoculars,4076,telescope,19572,glasses - binoculars,36,glasses - telescope,11,0.535147488,0.669918716,0.464852512,0.330081284,眼镜,,双筒望远镜,,单筒望远镜,,眼镜 - 双筒望远镜,,眼镜 - 单筒望远镜,,0.991779475,0.966225605,0.008220525,0.033774395,mắt kính,,ống nhòm,,kính viễn vọng,,mắt kính - ống nhòm,0,mắt kính - kính viễn vọng,0,0.715898752,0.414657831,0.284101248,0.585342169
pipe,pipe,21413,sewer,5652,pump,16418,pipe - sewer,153,pipe - pump,61,0.531234533,0.665476114,0.468765467,0.334523886,管道,,下水道,,泵,,管道 - 下水道,,管道 - 泵,,0.518952727,0.602640867,0.481047273,0.397359133,ống nước,,cống,,máy bơm,,ống nước - cống,0,ống nước - máy bơm,0,0.933380581,0.66187185,0.066619419,0.33812815
corridor,corridor,14779,entrance,22111,exit,17065,corridor - entrance,53,corridor - exit,36,0.535602242,0.557094485,0.464397758,0.442905515,走廊,,入口,,出口,,走廊 - 入口,,走廊 - 出口,,0.684736103,0.695465028,0.315263897,0.304534972,hành lang,,lối vào,,lối ra,,hành lang - lối vào,0,hành lang - lối ra,0,0.975459775,0.779769972,0.024540225,0.220230028
medicine,medicine,56814,thermometer,3355,stethoscope,830,medicine - thermometer,2,medicine - stethoscope,4,0.709055692,0.626072943,0.290944308,0.373927057,药,,体温计,,听诊器,,药 - 体温计,,药 - 听诊器,,0.631794155,0.686333239,0.368205845,0.313666761,thuốc,,nhiệt kế,,ống nghe,,thuốc - nhiệt kế,0,thuốc - ống nghe,0,0.772259191,0.768478066,0.227740809,0.231521934
middle,middle,72563,top,136658,bottom,54701,middle - top,1106,middle - bottom,555,0.57066083,0.467837811,0.42933917,0.532162189,中间,,上面,,下面,,中间 - 上面,,中间 - 下面,,0.609581172,0.675998598,0.390418828,0.324001402,giữa,,trên,,dưới,,giữa - trên,1032,giữa - dưới,0,0.436367571,0.529479861,0.563632429,0.470520139
employee,employee,101818,manager,91527,executive,91696,employee - manager,281,employee - executive,121,0.495765984,0.578385293,0.504234016,0.421614707,雇员,,经理,,执行总监,,雇员 - 经理,,雇员 - 执行总监,,0.582598478,0.977754224,0.417401522,0.022245776,nhân viên,,quản lý,,giám đốc,,nhân viên - quản lý,200,nhân viên - giám đốc,45,0.662642807,0.626649976,0.337357193,0.373350024
letter,letter,132828,note,114251,article,173819,letter - note,456,letter - article,396,0.619468272,0.708146363,0.380531728,0.291853637,信件,,便条,,文章,,信件 - 便条,,信件 - 文章,,0.519836724,0.606270283,0.480163276,0.393729717,thư,,ghi chú,,bài báo,,thư - ghi chú,0,thư - bài báo,0,0.886967301,0.822520345,0.113032699,0.177479655
rough,rough,27778,hard,228234,sharp,34272,rough - hard,259,rough - sharp,35,0.557590961,0.664306313,0.442409039,0.335693687,粗糙,,坚硬,,尖锐,,粗糙 - 坚硬,,粗糙 - 尖锐,,0.566788107,0.653994918,0.433211893,0.346005082,thô,,cứng,,nhọn,,thô - cứng,10,thô - nhọn,0,0.587247342,0.658830196,0.412752658,0.341169804
smooth,smooth,27095,soft,51824,light,62687,smooth - soft,340,smooth - light,274,0.439602315,0.740328878,0.560397685,0.259671122,光滑,,柔软,,轻便,,光滑 - 柔软,,光滑 - 轻便,,0.486723602,0.677137166,0.513276398,0.322862834,trơn,,mềm,,nhẹ,,trơn - mềm,4,trơn - nhẹ,3,0.550446182,0.660039723,0.449553818,0.339960277
loud,loud,22276,hot,128310,bright,59449,loud - hot,81,loud - bright,121,0.736907303,0.647116542,0.263092697,0.352883458,响,,热,,亮,,响 - 热,,响 - 亮,,0.724236459,0.680547446,0.275763541,0.319452554,to tiếng,,nóng,,sáng,,to tiếng - nóng,0,to tiếng - sáng,0,0.770257741,0.777347654,0.229742259,0.222652346
trap,trap,20197,trick,7927,lie,135712,trap - trick,34,trap - lie,16,0.646879703,0.74325949,0.353120297,0.25674051,陷阱,,诡计,,谎言,,陷阱 - 诡计,,陷阱 - 谎言,,0.573863059,0.622818619,0.426136941,0.377181381,bẫy,,lừa gạt,,nói dối,,bẫy - lừa gạt,0,bẫy - nói dối,0,0.850403085,0.818349406,0.149596915,0.181650594
muzzle,muzzle,1925,claw,6363,tail,23344,muzzle - claw,0,muzzle - tail,19,0.682500571,0.552533627,0.317499429,0.447466373,动物的口鼻部,,爪子,,尾巴,,动物的口鼻部 - 爪子,,动物的口鼻部 - 尾巴,,0.900372006,0.895951077,0.099627994,0.104048923,mõm,,móng,,đuôi,,mõm - móng,0,mõm - đuôi,0,0.660091907,0.576305091,0.339908093,0.423694909
during,during,423624,before,402959,after,745154,during - before,7162,during - after,12699,0.453877687,0.374212623,0.546122313,0.625787377,在……期间,,在……之前,,在……之后,,在……期间 - 在……之前,,在……期间 - 在……之后,,0.906942196,0.96334067,0.093057804,0.03665933,trong lúc,,trước,,sau,,trong lúc - trước,0,trong lúc - sau,0,0.604608059,0.617459536,0.395391941,0.382540464
hundred,hundred,66002,ten,103677,thousand,62833,hundred - ten,987,hundred - thousand,7629,0.210022151,0.100199044,0.789977849,0.899800956,百,,十,,千,,百 - 十,,百 - 千,,0.413872361,0.337087929,0.586127639,0.662912071,trăm,,mười,,ngàn,,trăm - mười,15,trăm - ngàn,277,0.389853179,0.146639645,0.610146821,0.853360355
June,June,89249,February,46425,October,80123,June - February,322,June - October,519,0.047133565,0.032926798,0.952866435,0.967073202,六月,,二月,,十月,,六月 - 二月,,六月 - 十月,,0.200644433,0.247858584,0.799355567,0.752141416,tháng sáu,,tháng hai,,tháng mười,,tháng sáu - tháng hai,0,tháng sáu - tháng mười,0,0.175374568,0.215234041,0.824625432,0.784765959
vertebra,vertebra,1600,skull,14911,rib,11741,vertebra - skull,10,vertebra - rib,2,0.530757487,0.494547963,0.469242513,0.505452037,椎骨,,头骨,,肋骨,,椎骨 - 头骨,,椎骨 - 肋骨,,0.574298173,0.473124623,0.425701827,0.526875377,đốt sống,,sọ,,xương sườn,,đốt sống - sọ,0,đốt sống - xương sườn,0,1.032725122,0.68113482,-0.032725122,0.31886518
audience,audience,83493,patient,154125,customer,91563,audience - patient,34,audience - customer,37,0.808656529,0.695715636,0.191343471,0.304284364,听众,,病人,,顾客,,听众 - 病人,,听众 - 顾客,,0.657932192,0.495157719,0.342067808,0.504842281,khán giả,,bệnh nhân,,khách hàng,,khán giả - bệnh nhân,0,khán giả - khách hàng,0,0.536379039,0.515569329,0.463620961,0.484430671
skyscraper,skyscraper,2719,stadium,27233,apartment,65884,skyscraper - stadium,4,skyscraper - apartment,9,0.699654281,0.637633711,0.300345719,0.362366289,摩天大楼,,体育场,,公寓,,摩天大楼 - 体育场,,摩天大楼 - 公寓,,0.941105299,0.901876129,0.058894701,0.098123871,nhà chọc trời,,sân vận động,,căn hộ,,nhà chọc trời - sân vận động,0,nhà chọc trời - căn hộ,0,0.69625625,0.869465187,0.30374375,0.130534813
black,black,293101,white,251664,blue,102172,black - white,49965,black - blue,3506,0.129621565,0.3511554,0.870378435,0.6488446,黑色,,白色,,蓝色,,黑色 - 白色,,黑色 - 蓝色,,0.232105017,0.476651073,0.767894983,0.523348927,đen,,trắng,,xanh dương,,đen - trắng,516,đen - xanh dương,0,0.239613056,0.544414163,0.760386944,0.455585837
morning,morning,259129,evening,83312,afternoon,67378,morning - evening,2290,morning - afternoon,2608,0.262767315,0.165854573,0.737232685,0.834145427,早晨 ,,傍晚,,下午,,早晨  - 傍晚,,早晨  - 下午,,0.894241989,0.903922945,0.105758011,0.096077055,buổi sáng,,buổi tối,,buổi chiều,,buổi sáng - buổi tối,32,buổi sáng - buổi chiều,52,0.274607658,0.232178867,0.725392342,0.767821133
wind,wind,78623,rain,50093,sleet,888,wind - rain,1989,wind - sleet,60,0.51589027,0.598724663,0.48410973,0.401275337,风,,雨,,雪,,风 - 雨,,风 - 雪,,0.612332851,0.659472406,0.387667149,0.340527594,gió,,mưa,,mưa đá,,gió - mưa,,gió - mưa đá,,0.445565522,0.960075971,0.554434478,0.039924029
sunset,sunset,12247,day,1068902,night,452094,sunset - day,370,sunset - night,283,0.603373945,0.54831779,0.396626055,0.45168221,日落,,白天,,夜晚,,日落 - 白天,,日落 - 夜晚,,0.594084173,0.512199163,0.405915827,0.487800837,hoàng hôn,,ngày,,đêm,,hoàng hôn - ngày,13,hoàng hôn - đêm,5,0.78208527,0.884072579,0.21791473,0.115927421
triangle,triangle,8988,circle,50510,star,167036,triangle - circle,139,triangle - star,56,0.450672388,0.751470566,0.549327612,0.248529434,三角形,,圆圈,,星形,,三角形 - 圆圈,,三角形 - 星形,,0.56796068,0.619057566,0.43203932,0.380942434,hình tam giác,,hình tròn,,ngôi sao,,hình tam giác - hình tròn,0,hình tam giác - ngôi sao,0,0.213925362,0.523345411,0.786074638,0.476654589
sad,sad,54041,afraid,78979,angry,52980,sad - afraid,123,sad - angry,701,0.603737533,0.486177802,0.396262467,0.513822198,伤心,,害怕,,生气,,伤心 - 害怕,,伤心 - 生气,,0.571981162,0.336216569,0.428018838,0.663783431,buồn,,sợ hãi,,giận dữ,,buồn - sợ hãi,0,buồn - giận dữ,0,0.872791201,0.654382735,0.127208799,0.345617265
sidewalk,sidewalk,15203,intersection,9354,road,173413,sidewalk - intersection,19,sidewalk - road,125,0.572363615,0.53727746,0.427636385,0.46272254,人行道,,十字路口,,马路,,人行道 - 十字路口,,人行道 - 马路,,0.644475937,0.416673601,0.355524063,0.583326399,vỉa hè,,ngã tư,,con đường,,vỉa hè - ngã tư,0,vỉa hè - con đường,6,0.81645599,0.830530077,0.18354401,0.169469923
smoke,smoke,29483,fog,9800,steam,14454,smoke - fog,148,smoke - steam,129,0.497328937,0.607944191,0.502671063,0.392055809,烟,,雾,,蒸汽,,烟 - 雾,,烟 - 蒸汽,,0.466537654,0.675375104,0.533462346,0.324624896,khói,,sương mù,,hơi nước,,khói - sương mù,3,khói - hơi nước,0,0.698910952,0.871759519,0.301089048,0.128240481
silver,silver,28244,gold,69903,iron,32359,silver - gold,4671,silver - iron,114,0.172856212,0.593220472,0.827143788,0.406779528,银,,金,,铁,,银 - 金,,银 - 铁,,0.508705527,0.494976044,0.491294473,0.505023956,bạc,,vàng,,sắt,,bạc - vàng,210,bạc - sắt,5,0.353025556,0.607124954,0.646974444,0.392875046
rainbow,rainbow,9422,cloud,47140,sun,102043,rainbow - cloud,24,rainbow - sun,84,0.665286988,0.673908114,0.334713012,0.326091886,彩虹,,云,,太阳,,彩虹 - 云,,彩虹 - 太阳,,0.749596089,0.681568474,0.250403911,0.318431526,cầu vồng,,mây,,mặt trời,,cầu vồng - mây,0,cầu vồng - mặt trời,6,0.778198645,0.903970897,0.221801355,0.096029103
month,month,381833,week,484834,year,1729962,month - week,3111,month - year,5169,0.171073377,0.223107517,0.828926623,0.776892483,月,,星期,,年,,月 - 星期,,月 - 年,,0.332254708,0.4386428,0.667745292,0.5613572,tháng,,tuần,,năm,,tháng - tuần,473,tháng - năm,324,0.347060025,0.207664788,0.652939975,0.792335212
height,height,37131,width,7373,depth,30176,height - width,7011,height - depth,455,0.354977548,0.563363552,0.645022452,0.436636448,高度,,宽度,,深度,,高度 - 宽度,,高度 - 深度,,0.6074633,0.561975777,0.3925367,0.438024223,chiều cao,,chiều rộng,,chiều sâu,,chiều cao - chiều rộng,16,chiều cao - chiều sâu,0,0.147606075,0.072299838,0.852393925,0.927700162
wednesday,wednesday,53716,saturday,77304,sunday,90767,wednesday - saturday,624,wednesday - sunday,710,0.149147034,0.184750617,0.850852966,0.815249383,周三,,周六,,周日,,周三 - 周六,,周三 - 周日,,0.259718239,0.278155982,0.740281761,0.721844018,thứ tư,,thứ bảy,,chủ nhật,,thứ tư - thứ bảy,5,thứ tư - chủ nhật,4,0.447004795,0.734839767,0.552995205,0.265160233
minute,minute,306541,hour,323999,second,243485,minute - hour,850,minute - second,913,0.30816108,0.601457268,0.69183892,0.398542732,分钟,,小时,,秒,,分钟 - 小时,,分钟 - 秒,,0.248388886,0.441563785,0.751611114,0.558436215,phút,,giờ,,giây,,phút - giờ,607,phút - giây,134,0.309316695,0.288169026,0.690683305,0.711830974
today,today,431562,tomorrow,92490,yesterday,65635,today - tomorrow,5852,today - yesterday,3510,0.320882142,0.317691803,0.679117858,0.682308197,今天,,明天,,昨天,,今天 - 明天,,今天 - 昨天,,0.358418822,0.259800971,0.641581178,0.740199029,hôm nay,,ngày mai,,hôm qua,,hôm nay - ngày mai,64,hôm nay - hôm qua,52,0.752231196,0.584366322,0.247768804,0.415633678